Sector,CEO_Gender,Size,Security_Invest,Security_Breach_Att,Succ_Sec_Breaches,Sec_Rating,CEO_Sec_Exp,LOT_in_Business,Stock_Market
Health Care,Male,Medium,80,15,8,High,Medium,3,No
Banking,Male,Medium,64,19,2,Medium,Low,5,No
Hospitality,Female,Small,33,100,17,High,Medium,4,Yes
Hospitality,Female,Medium,77,34,19,Low,Medium,8,Yes
Hospitality,Female,Medium,19,28,9,Low,Medium,7,Yes
Hospitality,Female,Medium,46,21,5,High,Low,1,No
Health Care,Male,Medium,19,12,8,Medium,Medium,2,No
Banking,Male,Medium,36,9,2,Low,Medium,1,Yes
Health Care,Female,Medium,35,71,18,High,Low,25,Yes
Hospitality,Male,Medium,25,53,15,High,High,9,Yes
Banking,Male,Medium,73,51,12,High,High,16,Yes
Banking,Female,Small,18,35,12,High,High,7,Yes
Health Care,Male,Medium,41,15,8,Low,Medium,2,No
Health Care,Male,Medium,36,38,10,Medium,Medium,8,No
Health Care,Female,Medium,33,32,10,High,High,6,Yes
Health Care,Female,Large,32,27,9,Medium,Medium,5,Yes
Banking,Male,Large,104,25,11,Low,Medium,4,Yes
Hospitality,Female,Small,12,45,16,Medium,Low,9,Yes
Health Care,Male,Large,137,54,16,High,Medium,8,No
Hospitality,Male,Medium,25,17,4,Low,High,2,Yes
Hospitality,Female,Large,37,53,17,High,Low,14,Yes
Hospitality,Female,Large,63,58,29,Low,Low,9,Yes
Hospitality,Male,Medium,42,27,7,Medium,Medium,7,Yes
Hospitality,Male,Medium,27,95,29,High,High,12,Yes
Banking,Male,Large,38,32,13,Low,Low,2,No
Hospitality,Male,Small,12,66,31,Low,High,21,No
Hospitality,Male,Small,42,21,3,High,Low,3,Yes
Hospitality,Male,Medium,86,17,6,High,High,3,Yes
Banking,Male,Large,36,46,14,Medium,Low,14,Yes
Health Care,Male,Large,46,30,13,Low,Low,4,No
Banking,Male,Small,12,44,7,Medium,High,15,Yes
Hospitality,Female,Large,165,17,4,Medium,High,4,No
Health Care,Male,Small,26,89,38,Low,High,7,Yes
Hospitality,Male,Large,192,18,0,Medium,Low,3,Yes
Banking,Female,Medium,36,61,23,Medium,Medium,11,No
Health Care,Female,Small,61,26,7,Medium,Low,2,No
Hospitality,Male,Small,87,63,22,Low,Low,19,Yes
Health Care,Male,Small,22,36,18,Low,Low,4,Yes
Health Care,Male,Small,37,22,8,High,Low,6,Yes
Hospitality,Male,Large,98,30,7,High,High,1,No
Hospitality,Female,Small,12,98,29,Medium,Low,25,No
Banking,Male,Large,66,46,5,High,Medium,14,Yes
Banking,Male,Medium,78,24,2,High,Medium,5,Yes
Hospitality,Male,Medium,110,61,24,Low,Low,21,Yes
Hospitality,Female,Small,69,91,36,Medium,High,22,Yes
Hospitality,Female,Large,255,49,16,Medium,Low,7,No
Banking,Male,Medium,50,22,3,Medium,High,3,Yes
Banking,Male,Large,46,29,8,Medium,High,6,Yes
Hospitality,Male,Large,83,25,9,High,High,4,Yes
Banking,Male,Small,25,27,8,High,High,5,No
Health Care,Female,Small,19,65,16,High,Low,20,Yes
Banking,Male,Large,122,16,3,High,Low,3,Yes
Hospitality,Female,Large,92,44,11,High,Medium,15,Yes
Health Care,Male,Medium,66,83,29,Medium,Medium,22,No
Banking,Female,Medium,25,48,21,Low,High,14,Yes
Hospitality,Female,Medium,91,32,11,Medium,High,6,No
Banking,Male,Small,18,30,6,High,Low,7,Yes
Hospitality,Male,Small,35,49,14,Medium,Low,14,Yes
Hospitality,Male,Medium,17,10,1,High,Low,1,Yes
Hospitality,Male,Small,31,41,11,High,Medium,11,Yes
Hospitality,Male,Medium,18,33,9,Medium,Low,7,No
Health Care,Male,Large,55,46,17,Medium,Medium,5,Yes
Banking,Female,Large,153,42,12,High,Medium,12,No
Banking,Male,Large,169,15,7,Low,Low,3,Yes
Health Care,Female,Large,121,75,32,Low,Medium,19,Yes
Hospitality,Female,Medium,30,39,10,High,Medium,10,No
Health Care,Female,Large,84,64,16,High,Medium,8,No
Hospitality,Male,Large,45,69,24,Medium,High,6,No
Health Care,Male,Large,100,42,14,High,Low,2,No
Hospitality,Male,Medium,29,30,7,Medium,Medium,8,No
Health Care,Male,Small,18,38,13,Medium,High,11,Yes
Health Care,Male,Small,33,33,10,Medium,Medium,1,Yes
Hospitality,Female,Small,14,25,7,Low,Medium,4,Yes
Banking,Male,Large,102,49,13,Medium,Medium,15,No
Banking,Male,Medium,22,34,11,High,Medium,9,Yes
Banking,Female,Large,80,39,13,Low,Low,8,Yes
Banking,Male,Medium,31,48,22,Low,Medium,3,No
Banking,Male,Medium,42,41,14,Medium,Low,8,Yes
Hospitality,Female,Small,19,54,21,Low,Medium,13,Yes
Hospitality,Male,Small,21,40,12,High,Medium,5,Yes
Hospitality,Male,Medium,20,33,11,Low,Medium,2,Yes
Hospitality,Male,Medium,64,45,14,Medium,Medium,1,Yes
Banking,Female,Small,13,24,5,Medium,Low,6,Yes
Banking,Male,Large,59,94,25,High,Low,10,Yes
Banking,Male,Medium,34,17,9,Medium,Medium,2,No
Hospitality,Male,Large,43,24,9,Medium,Low,5,No
Banking,Male,Small,24,35,16,High,Medium,7,No
Banking,Male,Medium,33,16,8,Low,Medium,2,Yes
Hospitality,Male,Small,18,18,8,Medium,Low,3,No
Health Care,Male,Large,93,78,22,High,High,8,Yes
Banking,Male,Medium,16,36,6,High,Medium,11,No
Hospitality,Male,Medium,22,98,25,High,Low,9,No
Health Care,Male,Large,91,49,19,Low,Low,11,No
Health Care,Male,Small,36,72,28,Low,Medium,7,Yes
Health Care,Male,Small,19,78,38,Low,Low,15,No
Banking,Male,Large,101,60,12,High,High,15,No
Banking,Female,Medium,36,52,13,High,Medium,13,Yes
Health Care,Female,Small,30,98,39,Medium,High,7,Yes
Hospitality,Male,Medium,28,80,22,Medium,Low,25,Yes
Hospitality,Male,Small,115,12,7,Low,Medium,1,No
Hospitality,Male,Small,45,86,30,Medium,High,2,No
Health Care,Male,Medium,24,47,16,Medium,Low,14,Yes
Health Care,Male,Large,46,45,11,High,Low,15,Yes
Health Care,Male,Medium,63,60,15,High,Medium,14,Yes
Health Care,Male,Medium,31,58,16,High,High,17,No
Banking,Male,Large,35,26,5,Medium,Medium,5,Yes
Health Care,Male,Small,12,76,20,High,Medium,22,Yes
Banking,Female,Medium,32,12,0,High,Medium,2,No
Banking,Male,Large,63,82,35,Medium,Low,23,Yes
Health Care,Male,Small,42,35,11,Medium,Medium,7,Yes
Banking,Female,Medium,43,22,10,Low,Low,2,Yes
Banking,Female,Large,121,69,22,High,Low,11,Yes
Banking,Female,Large,53,41,7,High,High,3,Yes
Health Care,Male,Small,36,23,8,Medium,Medium,2,Yes
Hospitality,Male,Small,66,24,1,High,High,2,Yes
Health Care,Female,Small,13,34,12,Low,Low,1,Yes
Banking,Male,Medium,55,44,6,High,Medium,12,Yes
Health Care,Female,Medium,56,38,11,High,High,6,Yes
Health Care,Male,Medium,66,81,30,Medium,Low,25,Yes
Banking,Male,Large,49,29,5,High,Low,5,Yes
Hospitality,Female,Small,25,107,35,Medium,Medium,15,Yes
Banking,Male,Large,47,69,33,Low,Medium,25,Yes
Health Care,Male,Small,21,17,7,Low,High,1,No
Hospitality,Male,Small,98,49,14,Medium,Medium,1,Yes
Health Care,Male,Medium,34,56,17,High,High,4,Yes
Banking,Male,Small,59,70,31,Low,High,17,Yes
Health Care,Male,Medium,67,57,21,Medium,Low,15,Yes
Health Care,Male,Large,66,34,8,High,High,4,Yes
Health Care,Female,Small,133,16,13,Low,Low,2,Yes
Health Care,Male,Medium,75,49,21,Low,Low,13,Yes
Hospitality,Female,Small,28,38,7,Medium,High,8,Yes
Banking,Male,Small,21,10,3,Low,Low,1,Yes
Health Care,Male,Medium,18,72,33,Low,Low,14,Yes
Health Care,Male,Large,69,78,36,Low,Low,25,Yes
Hospitality,Female,Medium,30,43,21,Low,Low,1,Yes
Banking,Female,Medium,55,21,5,Medium,Medium,3,No
Hospitality,Female,Large,31,49,16,High,Medium,14,Yes
Banking,Male,Large,141,31,10,High,Medium,8,No
Hospitality,Male,Small,25,85,30,Medium,High,25,No
Hospitality,Female,Large,69,68,14,High,Low,20,Yes
Health Care,Female,Medium,22,48,17,High,Low,2,No
Banking,Female,Large,203,37,11,High,Low,9,No
Hospitality,Male,Medium,32,45,14,Medium,High,9,Yes
Banking,Female,Small,58,27,10,High,Medium,1,Yes
Banking,Male,Medium,24,15,4,High,High,1,Yes
Health Care,Male,Medium,18,56,24,Medium,High,7,Yes
Health Care,Male,Medium,48,26,9,Low,Low,5,Yes
Hospitality,Male,Large,290,39,9,High,Low,7,No
Health Care,Female,Large,95,28,16,Low,Medium,3,Yes
Health Care,Female,Medium,46,32,9,Medium,Medium,7,No
Health Care,Female,Medium,34,20,6,Medium,Low,4,Yes
Banking,Male,Medium,26,65,8,High,Medium,18,Yes
Health Care,Male,Medium,33,21,6,High,High,3,Yes
Hospitality,Male,Large,40,56,23,Medium,High,17,Yes
Hospitality,Male,Medium,25,27,3,High,Medium,4,No
Banking,Female,Small,28,41,15,Medium,High,7,Yes
Hospitality,Male,Medium,20,34,6,High,Low,3,Yes
Banking,Male,Medium,66,50,12,Medium,Low,14,No
Banking,Male,Medium,15,46,10,High,Low,15,Yes
Banking,Female,Medium,28,65,21,Medium,Low,14,Yes
Health Care,Male,Small,30,46,16,Medium,High,9,Yes
Health Care,Male,Small,78,38,12,Medium,Low,3,Yes
Banking,Female,Medium,43,35,12,High,Medium,9,Yes
Health Care,Male,Medium,26,105,24,High,High,25,Yes
Health Care,Female,Small,22,34,11,Medium,Medium,9,Yes
Health Care,Male,Large,55,74,26,Medium,Medium,25,Yes
Banking,Male,Medium,22,26,6,High,Medium,3,Yes
Health Care,Female,Large,39,133,31,High,Medium,15,No
Health Care,Male,Small,28,37,13,Medium,High,11,Yes
Health Care,Male,Small,19,69,32,Low,Low,14,Yes
Banking,Male,Medium,18,32,13,Medium,Low,10,Yes
Hospitality,Male,Small,18,26,2,Medium,Medium,6,No
Hospitality,Male,Large,75,38,14,Medium,Low,10,No
Hospitality,Male,Small,19,77,32,Low,Medium,22,Yes
Banking,Female,Medium,24,21,12,Low,High,5,Yes
Banking,Female,Large,90,71,20,High,High,25,Yes
Health Care,Male,Medium,53,11,5,High,High,1,Yes
Health Care,Male,Small,18,25,4,High,Medium,1,Yes
Banking,Male,Small,27,23,1,High,Low,6,No
Health Care,Male,Medium,62,54,17,High,High,16,Yes
Banking,Male,Small,41,17,11,Low,High,3,Yes
Hospitality,Male,Medium,17,39,7,Medium,Medium,10,Yes
Health Care,Male,Large,57,43,23,Low,High,7,No
Health Care,Male,Large,110,19,5,High,High,3,Yes
Health Care,Male,Small,16,28,7,High,Medium,3,No
Banking,Female,Small,17,13,0,High,Low,1,Yes
Health Care,Female,Small,36,44,18,Medium,Medium,7,No
Banking,Male,Medium,26,42,9,High,High,5,Yes
Health Care,Female,Medium,28,20,3,High,Low,3,Yes
Health Care,Male,Large,76,69,24,Low,Medium,25,Yes
Health Care,Female,Large,116,44,8,High,High,14,Yes
Banking,Male,Small,29,32,11,Low,Low,6,Yes
Health Care,Female,Medium,88,29,1,High,Medium,6,Yes
Banking,Male,Small,14,18,12,Low,Low,2,Yes
Banking,Male,Small,47,42,18,Low,High,9,No
Health Care,Male,Small,31,72,13,High,High,25,Yes
Hospitality,Male,Small,54,63,25,Low,High,19,Yes
Health Care,Male,Medium,27,12,3,Low,Low,1,No
Hospitality,Male,Medium,36,68,22,Medium,Low,1,Yes
Banking,Female,Small,55,70,19,High,High,25,Yes
Health Care,Male,Large,141,12,4,Low,Medium,2,Yes
Hospitality,Male,Medium,30,36,9,High,Low,7,No
Banking,Male,Small,55,10,1,High,Low,1,Yes
Health Care,Female,Small,40,69,27,Medium,Medium,15,No
Hospitality,Female,Medium,32,37,17,Medium,Low,2,Yes
Hospitality,Female,Large,248,37,16,Low,Medium,9,Yes
Hospitality,Male,Medium,16,36,9,Medium,High,1,Yes
Health Care,Male,Large,60,32,14,Low,Medium,2,Yes
Health Care,Male,Medium,27,24,1,Low,High,6,No
Health Care,Male,Medium,104,38,14,Medium,Low,1,No
Banking,Male,Medium,19,43,10,Medium,Medium,2,No
Health Care,Male,Medium,47,17,3,High,Low,2,Yes
Health Care,Male,Medium,56,31,12,Medium,High,1,Yes
Health Care,Male,Large,42,103,24,High,High,25,Yes
Hospitality,Male,Small,16,40,16,Low,Medium,5,Yes
Health Care,Female,Medium,17,48,22,Low,Low,16,No
Health Care,Male,Medium,21,18,4,Medium,Low,4,No
Banking,Female,Medium,69,70,34,Low,High,1,No
Hospitality,Male,Small,84,43,13,High,Medium,10,Yes
Health Care,Male,Medium,90,25,10,Medium,High,1,No
Banking,Male,Medium,30,61,19,Medium,Low,7,Yes
Health Care,Female,Medium,57,12,5,Medium,Medium,2,Yes
Health Care,Male,Large,139,37,10,Medium,Medium,9,Yes
Hospitality,Female,Large,134,64,22,Medium,High,18,No
Banking,Male,Medium,17,69,23,Low,Medium,25,Yes
Banking,Male,Large,45,39,21,Low,Low,7,Yes
Health Care,Male,Large,204,53,23,Medium,High,7,Yes
Banking,Male,Small,45,10,5,Low,Low,1,No
Health Care,Female,Small,56,61,10,High,Medium,12,No
Hospitality,Male,Small,30,126,56,Low,Medium,25,Yes
Banking,Male,Medium,31,57,25,Low,Low,5,No
Banking,Female,Large,95,51,22,Low,Medium,13,Yes
Hospitality,Female,Large,70,69,31,Medium,High,13,Yes
Health Care,Male,Large,59,61,26,Low,Medium,13,Yes
Hospitality,Female,Small,22,62,26,Low,Low,12,Yes
Hospitality,Male,Medium,21,19,7,Medium,High,2,Yes
Hospitality,Female,Small,30,46,15,Medium,High,12,No
Hospitality,Male,Small,30,16,1,High,High,2,No
Hospitality,Male,Medium,44,32,2,High,High,10,Yes
Health Care,Male,Small,15,23,12,Low,High,1,Yes
Hospitality,Male,Medium,95,65,26,Low,High,21,Yes
Hospitality,Male,Medium,59,54,15,Medium,High,15,Yes
Banking,Male,Large,38,81,17,High,High,10,Yes
Health Care,Male,Small,14,10,0,High,Medium,1,No
Banking,Female,Large,94,73,34,Low,High,14,Yes
Banking,Male,Large,56,50,19,Medium,High,17,Yes
Hospitality,Male,Large,54,47,12,High,Medium,10,Yes
Hospitality,Male,Large,144,75,20,High,High,25,No
Hospitality,Female,Medium,29,11,6,Low,Low,1,Yes
Hospitality,Male,Medium,48,53,15,High,High,10,Yes
Health Care,Male,Large,78,39,19,Medium,Medium,6,Yes
Banking,Male,Large,49,27,15,Low,Low,2,Yes
Health Care,Male,Medium,28,79,28,Medium,High,9,No
Hospitality,Male,Large,209,39,14,Low,Medium,13,Yes
Hospitality,Male,Medium,28,20,0,High,Low,2,No
Hospitality,Male,Small,50,51,7,High,Low,13,Yes
Banking,Male,Medium,79,16,6,High,Low,1,Yes
Health Care,Male,Small,13,43,13,Medium,Low,8,No
Hospitality,Male,Medium,50,73,33,Low,Medium,13,No
Banking,Male,Small,46,29,10,Low,High,2,Yes
Hospitality,Female,Medium,34,37,19,Medium,Medium,7,Yes
Health Care,Female,Large,82,39,4,High,Medium,5,Yes
Hospitality,Male,Medium,21,28,10,Medium,High,8,No
Health Care,Male,Small,21,34,10,Medium,Medium,5,No
Hospitality,Male,Medium,55,22,7,Medium,Medium,3,Yes
Banking,Male,Small,35,20,8,Low,Medium,3,Yes
Banking,Male,Medium,20,60,18,Medium,Medium,17,Yes
Hospitality,Male,Medium,159,36,9,Medium,Low,2,No
Banking,Female,Large,203,19,10,High,High,2,Yes
Banking,Female,Small,18,27,5,High,Low,1,Yes
Health Care,Male,Medium,83,22,10,Low,Medium,1,No
Health Care,Male,Large,49,46,11,Medium,Low,1,Yes
Health Care,Female,Large,81,20,0,High,Medium,2,Yes
Banking,Female,Small,50,37,14,Low,Medium,2,Yes
Banking,Female,Medium,29,42,13,High,Low,3,Yes
Banking,Male,Small,32,21,9,Low,Low,2,Yes
Health Care,Male,Medium,35,19,5,Medium,Low,1,Yes
Health Care,Male,Small,47,30,8,High,High,7,Yes
Hospitality,Male,Large,70,44,13,Medium,Low,11,Yes
Banking,Male,Small,32,31,14,Medium,High,8,Yes
Hospitality,Male,Medium,76,53,28,Low,Medium,7,Yes
Hospitality,Female,Medium,54,23,8,Low,Low,5,Yes
Hospitality,Female,Large,76,33,9,Medium,Low,9,Yes
Hospitality,Male,Medium,35,88,30,Medium,High,19,Yes
Health Care,Female,Small,15,38,14,Medium,Medium,8,No
Banking,Male,Small,13,11,1,High,Low,1,Yes
Banking,Female,Small,88,30,13,Medium,High,7,Yes
Health Care,Male,Large,42,40,14,Medium,High,6,Yes
Banking,Male,Medium,26,27,12,Medium,Low,5,Yes
Banking,Male,Medium,46,32,7,Medium,Medium,7,No
Banking,Male,Small,55,39,11,Medium,Low,9,Yes
Banking,Male,Large,141,13,6,Medium,Low,1,Yes
Hospitality,Male,Medium,73,30,7,High,Medium,6,Yes
Health Care,Female,Large,268,45,15,Medium,High,14,No
Hospitality,Male,Medium,17,30,8,Medium,Medium,7,Yes
Hospitality,Male,Small,24,20,5,High,Medium,1,Yes
Health Care,Male,Medium,95,54,28,Low,Medium,12,No
Hospitality,Male,Small,27,79,13,High,Medium,23,Yes
Health Care,Male,Large,158,59,20,Medium,Low,16,No
Health Care,Female,Medium,16,30,7,High,Medium,4,Yes
Banking,Male,Small,29,35,5,High,Low,7,Yes
Health Care,Male,Small,75,41,9,High,High,8,Yes
Hospitality,Male,Small,19,41,9,Medium,Low,11,Yes
Health Care,Male,Large,195,63,13,High,Medium,9,Yes
Hospitality,Male,Small,12,25,10,Low,Medium,2,Yes
Health Care,Female,Medium,18,85,21,High,High,15,Yes
Health Care,Male,Small,28,54,29,Low,High,16,Yes
Banking,Male,Medium,19,27,9,Low,Low,5,Yes
Hospitality,Female,Medium,23,62,23,Low,Medium,2,Yes
Health Care,Male,Large,52,46,19,Medium,Low,8,Yes
Health Care,Male,Small,28,27,0,Low,Low,4,Yes
Banking,Female,Medium,31,53,16,Medium,High,11,Yes
Health Care,Male,Medium,98,24,7,Medium,Low,4,Yes
Hospitality,Male,Large,165,35,5,High,Low,3,No
Banking,Female,Small,46,53,23,Low,Low,17,Yes
Hospitality,Female,Small,38,72,30,Low,Medium,8,Yes
Banking,Male,Medium,23,18,1,Medium,High,1,No
Health Care,Male,Small,35,33,13,Medium,Low,10,Yes
Hospitality,Female,Small,15,64,30,Low,Medium,12,Yes
Health Care,Female,Medium,35,48,9,High,Medium,3,Yes
Banking,Male,Large,68,89,29,Medium,Low,25,No
Banking,Male,Medium,53,31,13,High,Medium,4,No
Banking,Male,Medium,74,104,48,Low,Medium,23,No
Banking,Female,Medium,28,29,7,High,Medium,3,Yes
Banking,Female,Medium,16,50,22,Medium,High,8,Yes
Banking,Female,Medium,17,31,2,High,Low,6,Yes
Hospitality,Female,Medium,83,88,24,Medium,Low,25,Yes
Banking,Male,Small,28,122,55,Low,High,5,Yes
Hospitality,Male,Small,19,19,9,Medium,High,2,Yes
Hospitality,Female,Medium,16,63,16,Medium,High,15,Yes
Health Care,Female,Medium,40,11,1,Low,Medium,1,No
Health Care,Male,Large,39,67,32,Low,Medium,18,Yes
Hospitality,Male,Medium,33,15,0,High,Medium,1,No
Banking,Female,Small,30,54,23,Low,Low,7,Yes
Banking,Male,Small,18,38,13,Medium,High,10,Yes
Health Care,Male,Small,17,25,11,Medium,Medium,4,No
Banking,Male,Large,31,103,24,High,High,15,Yes
Banking,Male,Medium,44,30,14,Low,Medium,8,No
Banking,Male,Medium,22,31,7,Medium,Low,5,Yes
Banking,Female,Medium,84,46,22,Low,Medium,4,No
Banking,Male,Large,87,15,4,Low,Low,1,Yes
Health Care,Male,Large,80,29,6,Medium,High,9,Yes
Banking,Male,Medium,38,50,18,High,Medium,4,No
Hospitality,Male,Large,45,31,19,Low,Medium,4,Yes
Banking,Female,Medium,128,70,31,Low,High,24,Yes
Banking,Female,Large,243,19,9,High,High,3,Yes
Health Care,Female,Large,54,73,24,Medium,High,17,No
Banking,Male,Large,123,84,28,Medium,Low,25,Yes
Health Care,Male,Medium,19,61,14,High,High,14,Yes
Hospitality,Male,Large,124,22,2,High,High,1,No
Banking,Male,Medium,26,72,18,Medium,Medium,17,No
Health Care,Female,Small,20,37,12,Medium,Low,2,Yes
Banking,Male,Medium,38,24,9,High,High,4,No
Health Care,Female,Large,61,104,47,Low,High,25,Yes
Banking,Male,Small,15,30,12,Medium,High,5,Yes
Health Care,Male,Medium,44,32,12,Medium,Low,9,Yes
Banking,Male,Medium,23,18,3,Medium,Low,3,Yes
Hospitality,Male,Medium,34,36,9,High,Medium,4,No
Health Care,Male,Large,46,34,7,High,Medium,8,Yes
Health Care,Male,Large,151,71,21,Medium,Medium,24,Yes
Health Care,Male,Medium,29,28,9,High,Low,3,Yes
Health Care,Male,Small,66,37,9,Medium,Low,3,Yes
Health Care,Male,Medium,28,11,0,High,Medium,1,Yes
Banking,Male,Medium,22,20,15,Low,Low,2,No
Banking,Male,Medium,43,36,18,Low,Medium,3,Yes
Banking,Male,Small,32,44,20,Low,Medium,1,No
Hospitality,Male,Medium,46,24,1,Medium,High,7,Yes
Hospitality,Male,Small,20,28,9,Medium,High,2,Yes
Hospitality,Male,Medium,28,35,12,Low,Low,6,Yes
Banking,Male,Small,18,22,5,High,High,2,Yes
Health Care,Male,Medium,101,64,15,High,High,22,Yes
Banking,Male,Small,40,34,9,Medium,Medium,3,Yes
Banking,Male,Large,118,16,7,High,High,1,No
Hospitality,Female,Medium,22,48,14,High,Low,15,No
Health Care,Male,Small,39,47,8,High,Medium,5,Yes
Health Care,Male,Medium,62,47,21,Medium,Low,14,Yes
Hospitality,Female,Large,56,17,0,High,Medium,3,Yes
Banking,Male,Large,40,27,14,Medium,Medium,6,Yes
Hospitality,Male,Medium,54,22,9,Low,Medium,5,No
Banking,Male,Small,35,47,15,Medium,Low,7,Yes
Hospitality,Male,Medium,43,22,12,Medium,Low,5,No
Hospitality,Female,Large,42,40,9,High,Medium,6,Yes
Banking,Male,Medium,25,34,11,High,Low,10,Yes
Banking,Male,Large,91,23,1,High,High,5,Yes
Health Care,Male,Small,35,38,9,High,Medium,10,Yes
Health Care,Male,Small,32,79,29,Medium,Low,11,Yes
Hospitality,Male,Large,121,73,21,High,Low,12,No
Banking,Male,Medium,70,23,12,Low,Low,6,Yes
Banking,Female,Small,20,15,5,Medium,High,1,Yes
Hospitality,Female,Medium,21,43,12,High,High,12,Yes
Health Care,Male,Large,44,60,18,Medium,Low,20,Yes
Banking,Female,Small,20,38,11,High,High,9,Yes
Health Care,Male,Small,85,42,20,Low,High,6,Yes
Banking,Male,Small,15,26,4,High,Low,7,No
Health Care,Female,Large,161,46,21,Low,High,9,Yes
Hospitality,Male,Large,44,74,28,Medium,Medium,25,Yes
Health Care,Female,Medium,29,24,15,Medium,High,1,Yes
Hospitality,Male,Medium,19,26,12,Medium,Medium,1,Yes
Hospitality,Male,Small,14,89,40,Low,Low,25,Yes
Banking,Female,Small,14,49,18,Medium,High,5,No
Banking,Male,Large,56,61,14,High,Low,8,No
Health Care,Male,Small,30,58,20,Medium,High,12,Yes
Health Care,Male,Medium,22,44,17,Medium,Low,11,Yes
Health Care,Female,Medium,103,30,12,Medium,Medium,9,Yes
Hospitality,Male,Small,34,63,15,High,Medium,6,Yes
Health Care,Male,Medium,85,38,6,High,High,7,Yes
Banking,Male,Medium,20,45,15,Medium,Low,11,No
Hospitality,Male,Large,39,51,15,Medium,Medium,16,Yes
Banking,Male,Small,58,29,6,Medium,Medium,2,Yes
Hospitality,Male,Small,32,93,43,Low,High,3,No
Hospitality,Male,Medium,106,25,9,Medium,Low,5,No
Banking,Male,Large,39,53,21,Low,Medium,9,Yes
Hospitality,Male,Small,12,24,9,Low,Medium,5,Yes
Health Care,Male,Large,185,24,9,Medium,Low,3,No
Hospitality,Male,Medium,54,13,5,Medium,High,1,Yes
Banking,Male,Large,132,55,26,Low,Low,15,No
Banking,Male,Small,20,28,4,High,High,5,Yes
Banking,Female,Small,12,17,5,High,Medium,4,Yes
Banking,Female,Small,28,31,7,High,Low,7,Yes
Hospitality,Male,Medium,165,12,6,Medium,Medium,2,Yes
Hospitality,Male,Large,178,28,15,Low,High,5,No
Health Care,Female,Small,13,95,51,Low,Medium,12,No
Hospitality,Male,Medium,22,39,21,Low,Low,11,No
Health Care,Male,Small,21,47,21,Low,Low,12,Yes
Banking,Female,Medium,73,24,5,High,High,6,No
Hospitality,Male,Small,55,19,1,High,Low,4,No
Health Care,Male,Small,17,51,10,High,High,15,No
Banking,Male,Medium,40,22,6,High,Medium,2,Yes
Banking,Male,Large,73,52,19,Medium,Medium,11,Yes
Health Care,Female,Small,25,61,23,High,Medium,18,Yes
Hospitality,Male,Small,31,14,1,High,Medium,3,Yes
Health Care,Male,Small,20,16,3,Medium,High,2,Yes
Banking,Female,Large,77,22,10,Low,Medium,6,Yes
Health Care,Female,Medium,53,49,20,Low,Low,2,No
Banking,Male,Large,34,49,18,Medium,Medium,17,Yes
Banking,Male,Medium,126,15,3,Medium,Medium,3,Yes
Hospitality,Male,Small,16,22,4,High,High,4,Yes
Banking,Female,Medium,30,67,24,Medium,High,18,No
Hospitality,Male,Small,27,18,2,High,Medium,2,Yes
Banking,Male,Medium,16,52,22,Low,Medium,18,Yes
Banking,Male,Medium,41,39,15,Medium,Medium,2,Yes
Banking,Male,Medium,81,75,26,Medium,High,20,Yes
Banking,Male,Small,69,24,4,High,High,4,Yes
Health Care,Male,Small,21,31,9,Medium,High,3,Yes
Banking,Male,Large,81,26,9,High,Low,6,Yes
Hospitality,Male,Large,123,28,7,High,Medium,4,Yes
Banking,Male,Small,19,43,9,High,Low,2,No
Banking,Male,Small,30,18,7,High,Medium,4,Yes
Health Care,Male,Large,58,60,16,High,Low,10,No
Banking,Female,Large,59,67,34,Low,Low,15,Yes
Health Care,Male,Large,36,86,24,High,Medium,14,Yes
Banking,Male,Small,25,47,24,Low,Medium,12,Yes
Health Care,Male,Medium,21,14,3,Medium,Low,1,No
Hospitality,Male,Small,20,26,9,Low,Low,5,Yes
Health Care,Male,Medium,28,27,11,Medium,High,2,Yes
Hospitality,Male,Small,26,11,6,Medium,Low,1,Yes
Hospitality,Female,Small,74,41,14,Medium,High,11,No
Banking,Male,Small,36,58,11,High,Medium,13,Yes
Banking,Male,Medium,134,54,19,Medium,High,14,No
Health Care,Male,Medium,44,52,19,Medium,Low,18,Yes
Banking,Female,Medium,68,37,5,High,Low,8,Yes
Hospitality,Male,Large,142,80,29,Medium,Medium,25,Yes
Health Care,Female,Large,113,40,17,Medium,High,6,Yes
Hospitality,Male,Medium,51,52,9,High,Low,18,Yes
Health Care,Female,Large,63,17,7,Medium,Low,1,Yes
Health Care,Female,Medium,42,44,19,Medium,High,2,No
Hospitality,Female,Small,17,27,10,High,Low,8,Yes
Health Care,Male,Large,90,28,6,Low,Low,2,Yes
Banking,Male,Small,30,13,7,Medium,High,1,No
Banking,Male,Medium,68,19,3,High,High,2,No
Hospitality,Female,Small,70,71,30,Low,Low,13,Yes
Banking,Male,Medium,20,66,30,Medium,High,21,Yes
Health Care,Male,Medium,53,28,10,Medium,Medium,4,Yes
Health Care,Male,Small,86,70,16,High,Low,25,Yes
Hospitality,Male,Medium,96,47,14,High,High,14,Yes
Hospitality,Male,Large,142,16,9,High,Medium,3,Yes
Health Care,Male,Small,13,39,14,Medium,Medium,8,Yes
Hospitality,Male,Medium,25,78,17,High,High,25,No
Hospitality,Male,Small,16,51,13,High,Low,16,No
Hospitality,Female,Large,193,135,50,Medium,Medium,4,No
Health Care,Female,Large,116,16,3,High,Medium,3,Yes
Hospitality,Female,Large,77,68,20,High,Low,14,No
