Sector,CEO_Gender,Size,Security_Invest,Security_Breach_Att,Succ_Sec_Breaches,Sec_Rating,CEO_Sec_Exp,LOT_in_Business,Stock_Market
Banking,Female,Small,16,12,1,High,Medium,8,No
Hospitality,Female,Small,24,147,60,Low,High,13,Yes
Health Care,Male,Small,37,50,20,Medium,Medium,13,Yes
Hospitality,Male,Small,68,32,16,High,High,15,No
Banking,Female,Small,24,11,1,Medium,Medium,7,No
Banking,Female,Medium,18,9,1,Low,Low,20,No
Health Care,Male,Large,56,44,17,Medium,High,23,No
Health Care,Male,Small,29,56,15,Low,Low,2,Yes
Hospitality,Male,Medium,383,143,69,High,Medium,20,Yes
Banking,Female,Large,43,16,2,Low,High,4,No
Hospitality,Male,Small,84,212,123,Medium,Low,23,Yes
Banking,Female,Medium,20,19,2,Low,High,2,Yes
Hospitality,Female,Small,99,153,87,Low,Medium,13,Yes
Health Care,Male,Large,63,41,16,High,Medium,1,No
Health Care,Male,Small,31,54,23,Medium,Low,15,No
Health Care,Male,Large,76,25,9,Low,High,1,No
Banking,Female,Medium,10,21,4,Low,Medium,22,Yes
Health Care,Female,Large,66,41,21,High,High,3,Yes
Banking,Female,Small,40,13,3,Low,Medium,15,No
Health Care,Male,Small,38,31,8,High,High,15,Yes
Health Care,Male,Medium,32,58,29,Medium,Medium,19,Yes
Health Care,Male,Medium,103,56,25,High,Low,8,No
Banking,Male,Small,22,15,3,Medium,Low,4,No
Health Care,Female,Medium,101,14,5,Medium,Low,11,Yes
Health Care,Female,Small,30,43,16,Medium,Low,4,No
Hospitality,Male,Medium,182,46,27,Medium,Medium,13,No
Banking,Male,Medium,19,19,4,Medium,Medium,18,No
Health Care,Male,Medium,49,16,6,High,Low,6,Yes
Hospitality,Male,Medium,97,296,118,Medium,Low,5,Yes
Health Care,Male,Medium,132,19,5,Medium,High,9,Yes
Banking,Female,Large,56,14,1,Low,Medium,3,No
Health Care,Female,Small,33,36,8,Low,Medium,24,Yes
Health Care,Female,Large,54,37,15,Low,High,19,Yes
Hospitality,Male,Small,35,200,81,High,Medium,8,Yes
Banking,Female,Medium,21,9,2,Medium,High,14,No
Hospitality,Male,Medium,167,256,106,High,High,18,No
Health Care,Female,Large,90,26,8,Low,Medium,6,Yes
Hospitality,Male,Large,120,90,28,Low,Low,1,No
Health Care,Male,Small,31,24,8,Medium,Low,20,Yes
Banking,Male,Small,37,16,1,Low,High,4,Yes
Hospitality,Female,Large,133,22,11,Low,Medium,23,Yes
Banking,Male,Small,31,18,3,High,Low,13,Yes
Health Care,Male,Large,80,52,21,Medium,Low,21,Yes
Banking,Male,Medium,10,8,1,Medium,Medium,10,Yes
Banking,Female,Small,24,17,3,Low,Medium,13,No
Banking,Male,Medium,11,18,3,Low,Medium,4,Yes
Hospitality,Male,Medium,185,115,74,Medium,Medium,8,Yes
Health Care,Male,Large,64,42,16,Medium,Medium,12,Yes
Hospitality,Female,Small,84,211,98,High,High,12,Yes
Health Care,Male,Medium,18,26,9,Medium,Low,16,No
Health Care,Male,Small,33,48,22,High,Medium,17,Yes
Hospitality,Female,Medium,43,92,34,High,Medium,14,No
Banking,Male,Medium,10,12,1,Low,High,8,Yes
Banking,Male,Small,40,10,2,Low,Medium,24,Yes
Hospitality,Male,Large,187,66,39,Low,High,4,No
Health Care,Male,Medium,98,39,13,High,Low,8,Yes
Hospitality,Male,Small,111,267,150,High,Low,2,Yes
Hospitality,Male,Medium,352,79,26,Low,High,2,Yes
Banking,Male,Large,76,15,2,Low,Low,18,No
Banking,Male,Medium,10,8,1,Medium,Low,5,Yes
Banking,Male,Medium,20,6,1,Low,Low,5,Yes
Health Care,Male,Medium,134,54,28,Medium,Low,18,No
Banking,Male,Large,76,18,2,Low,High,13,Yes
Health Care,Female,Large,47,36,21,Low,Low,9,Yes
Health Care,Male,Medium,135,17,7,High,High,13,No
Hospitality,Male,Large,183,22,8,High,Low,4,Yes
Hospitality,Male,Large,132,49,15,Medium,Low,7,Yes
Hospitality,Female,Medium,293,151,51,Low,Low,11,Yes
Banking,Male,Small,16,14,1,Low,Medium,14,No
Health Care,Male,Small,39,41,19,Medium,Medium,14,Yes
Hospitality,Male,Small,29,131,42,Medium,Low,15,Yes
Banking,Male,Medium,23,7,1,Medium,Medium,23,Yes
Banking,Female,Large,47,16,3,High,High,14,No
Health Care,Male,Large,85,52,15,High,Low,11,No
Health Care,Female,Medium,123,48,21,Medium,High,3,Yes
Health Care,Male,Small,28,26,6,Medium,High,24,Yes
Banking,Male,Medium,25,21,4,Medium,Low,5,No
Hospitality,Male,Small,48,164,88,High,Low,21,Yes
Banking,Male,Medium,16,5,1,High,Medium,13,Yes
Health Care,Male,Small,34,35,12,Low,Low,20,No
Health Care,Male,Medium,106,16,6,Low,Low,22,Yes
Hospitality,Male,Small,82,115,60,Low,Low,3,Yes
Health Care,Male,Large,48,53,24,High,High,21,No
Banking,Female,Small,29,12,3,Low,Medium,18,No
Banking,Female,Medium,17,5,0,High,Low,10,No
Banking,Female,Large,59,10,1,Low,Low,18,Yes
Health Care,Male,Small,35,40,9,Low,Medium,1,Yes
Health Care,Male,Small,40,28,13,Low,Low,11,No
Hospitality,Male,Large,221,85,47,Low,Low,23,Yes
Health Care,Male,Medium,136,47,19,Low,Medium,15,Yes
Hospitality,Female,Small,83,317,153,Low,Medium,25,Yes
Banking,Male,Small,42,10,2,High,Low,5,Yes
Banking,Female,Small,17,14,2,Low,High,23,Yes
Banking,Female,Large,80,18,3,High,Low,22,No
Health Care,Male,Small,27,35,16,Low,Low,1,No
Health Care,Male,Large,88,33,14,Medium,Low,11,Yes
Hospitality,Male,Large,139,29,12,Medium,Medium,20,No
Hospitality,Female,Large,119,48,21,High,High,10,Yes
Hospitality,Male,Small,98,316,133,Low,Low,21,No
Banking,Female,Small,22,17,4,Low,Low,19,No
Hospitality,Male,Medium,419,135,72,Medium,Medium,1,Yes
Health Care,Female,Small,39,19,4,Medium,Low,22,No
Health Care,Male,Large,89,26,15,High,Medium,5,Yes
Banking,Male,Large,37,8,0,Low,Low,12,No
Banking,Male,Small,18,13,3,Medium,Low,12,Yes
Banking,Female,Large,18,10,1,Medium,Medium,8,Yes
Health Care,Male,Small,40,50,13,Medium,Low,6,Yes
Health Care,Male,Medium,14,64,29,Medium,High,16,Yes
Banking,Male,Small,21,20,5,Low,High,16,No
Hospitality,Male,Small,34,236,72,Medium,Medium,8,Yes
Hospitality,Female,Medium,96,28,9,Low,Medium,19,Yes
Health Care,Male,Large,73,44,15,High,High,14,Yes
Banking,Female,Medium,24,20,3,High,Medium,17,No
Health Care,Male,Medium,36,39,12,Medium,Medium,8,Yes
Health Care,Male,Small,35,39,16,High,Medium,10,Yes
Banking,Male,Small,25,16,2,Low,Medium,2,Yes
Banking,Male,Small,39,11,2,High,Low,16,No
Banking,Female,Small,27,8,1,Medium,Medium,9,No
Health Care,Female,Large,66,41,14,Low,High,24,No
Banking,Male,Medium,23,17,2,High,Low,16,No
Hospitality,Male,Medium,307,250,106,Medium,High,6,Yes
Health Care,Female,Medium,34,31,12,High,High,14,Yes
Banking,Male,Medium,20,24,5,Low,Medium,15,No
Hospitality,Female,Medium,134,84,43,High,Medium,4,Yes
Hospitality,Male,Medium,100,46,18,Medium,Medium,20,Yes
Banking,Male,Medium,16,17,1,High,Medium,2,Yes
Banking,Male,Large,53,9,1,Low,Medium,18,Yes
Banking,Male,Large,66,13,2,High,High,21,No
Hospitality,Female,Large,157,37,21,High,Medium,14,Yes
Health Care,Male,Large,64,43,13,Medium,Low,17,No
Banking,Male,Large,68,16,2,Low,High,23,Yes
Banking,Male,Medium,24,10,2,Low,Medium,8,No
Hospitality,Male,Small,21,53,27,High,Medium,7,Yes
Banking,Male,Small,28,17,4,Medium,Medium,24,No
Banking,Male,Large,33,22,3,High,Medium,25,Yes
Hospitality,Female,Medium,115,197,80,Medium,Medium,5,Yes
Health Care,Male,Large,47,52,22,High,Medium,12,Yes
Hospitality,Male,Small,37,105,38,Medium,Medium,3,Yes
Banking,Female,Medium,11,11,2,Medium,Low,6,No
Hospitality,Male,Large,157,44,18,Low,High,15,Yes
Banking,Male,Medium,24,24,4,Medium,Low,17,No
Banking,Female,Large,32,17,2,High,High,5,No
Health Care,Female,Medium,103,56,23,Low,High,15,No
Hospitality,Female,Small,24,205,110,Medium,High,23,Yes
Banking,Male,Small,29,8,1,Low,Low,19,Yes
Hospitality,Female,Medium,258,328,189,High,High,25,Yes
Health Care,Male,Large,90,34,15,Medium,High,22,No
Hospitality,Male,Large,149,81,39,High,High,6,Yes
Health Care,Male,Large,52,46,20,Low,High,7,Yes
Health Care,Female,Large,70,53,19,Low,High,16,Yes
Hospitality,Male,Small,76,152,69,Low,Medium,6,Yes
Banking,Male,Large,39,16,1,Medium,Low,2,No
Banking,Male,Small,33,15,2,Medium,Medium,6,No
Hospitality,Female,Large,83,45,19,Low,Medium,2,Yes
Banking,Male,Small,47,11,2,Medium,Low,3,No
Hospitality,Male,Small,129,37,20,Low,Medium,22,Yes
Health Care,Female,Medium,91,39,20,High,High,25,No
Hospitality,Female,Small,103,245,107,Medium,High,17,Yes
Health Care,Male,Medium,104,17,7,Low,High,15,No
Banking,Male,Medium,14,24,2,Low,Low,7,Yes
Hospitality,Male,Medium,329,127,40,Medium,Medium,13,Yes
Banking,Male,Small,49,12,2,Medium,High,2,No
Health Care,Male,Large,74,53,25,High,High,20,Yes
Banking,Male,Medium,18,13,2,High,Medium,1,No
Hospitality,Male,Medium,421,139,88,Low,Low,8,Yes
Health Care,Male,Medium,44,62,18,Low,High,20,No
Health Care,Female,Medium,48,29,13,Low,Medium,11,Yes
Hospitality,Male,Large,214,86,40,Low,Medium,20,No
Hospitality,Male,Medium,247,283,95,Low,Medium,23,Yes
Banking,Female,Medium,12,10,2,Low,Medium,5,No
Hospitality,Male,Large,195,65,20,Low,Medium,16,Yes
Hospitality,Male,Medium,386,46,26,High,Low,19,Yes
Banking,Male,Medium,12,21,3,Low,Medium,24,Yes
Banking,Female,Small,42,20,5,High,High,8,Yes
Health Care,Male,Large,38,36,15,High,High,10,Yes
Hospitality,Male,Small,92,133,75,High,High,12,Yes
Hospitality,Male,Large,136,63,30,Medium,Medium,16,No
Hospitality,Male,Small,84,236,110,High,High,4,Yes
Health Care,Male,Large,64,33,10,Medium,High,5,Yes
Banking,Female,Small,37,8,1,Medium,High,4,No
Hospitality,Female,Large,99,81,42,Low,High,1,No
Banking,Female,Small,46,11,1,Medium,Medium,8,No
Hospitality,Female,Small,106,198,67,High,High,21,Yes
Banking,Male,Medium,10,25,5,Medium,Medium,12,Yes
Health Care,Male,Medium,132,60,20,Low,Low,13,Yes
Hospitality,Male,Large,212,81,40,High,Medium,24,No
Hospitality,Male,Small,110,216,114,High,High,14,Yes
Health Care,Female,Large,68,26,7,Low,Low,20,No
Hospitality,Male,Medium,344,154,75,High,High,5,Yes
Hospitality,Male,Small,123,150,46,Medium,Low,14,No
Health Care,Female,Small,26,41,16,Medium,High,5,Yes
Health Care,Male,Large,60,50,16,High,Low,5,Yes
Banking,Male,Small,37,10,1,Medium,Medium,7,No
Banking,Male,Small,46,9,2,Medium,High,22,Yes
Hospitality,Male,Medium,219,97,57,Medium,Medium,11,Yes
Health Care,Male,Large,60,46,16,Low,High,22,No
Hospitality,Male,Large,163,85,43,High,Low,17,Yes
Health Care,Female,Small,35,41,14,Medium,High,3,Yes
Hospitality,Male,Medium,44,175,66,High,High,17,Yes
Banking,Female,Large,82,18,3,Medium,Medium,4,No
Health Care,Male,Small,38,24,4,Medium,High,20,Yes
Hospitality,Male,Medium,26,74,29,Low,Medium,15,Yes
Banking,Male,Small,38,11,1,Low,Low,21,Yes
Health Care,Female,Small,29,60,16,High,Medium,7,Yes
Hospitality,Male,Small,20,235,106,High,Medium,4,Yes
Health Care,Male,Large,86,53,18,Low,Low,16,No
Banking,Female,Medium,11,7,1,Medium,Low,15,Yes
Banking,Female,Large,18,10,1,Medium,High,13,No
Health Care,Male,Small,25,15,4,Medium,Low,20,No
Hospitality,Female,Small,59,200,81,Low,Medium,4,Yes
Banking,Female,Large,42,14,2,High,Medium,3,No
Hospitality,Male,Medium,386,199,93,Low,Low,9,Yes
Banking,Male,Small,28,20,3,Low,Low,12,No
Banking,Male,Small,40,11,2,Low,Medium,18,Yes
Health Care,Male,Medium,82,23,11,High,High,7,No
Banking,Male,Medium,10,6,1,Medium,Low,19,No
Banking,Male,Small,50,15,4,Medium,Medium,9,No
Health Care,Male,Small,33,28,12,Low,Medium,14,Yes
Health Care,Female,Small,25,22,5,High,Low,21,No
Banking,Male,Large,49,14,1,Medium,High,14,Yes
Hospitality,Female,Large,190,20,10,Medium,Low,2,Yes
Hospitality,Male,Small,60,123,57,High,Low,2,Yes
Banking,Male,Large,56,20,3,Medium,Low,10,No
Hospitality,Male,Small,28,56,27,High,High,25,Yes
Health Care,Male,Small,25,54,21,Medium,Medium,22,Yes
Hospitality,Female,Medium,197,104,60,Low,Low,21,Yes
Hospitality,Female,Medium,196,164,61,Low,High,23,Yes
Health Care,Male,Medium,63,47,22,Medium,Medium,12,Yes
Banking,Female,Small,19,10,2,High,Low,8,No
Health Care,Male,Small,29,24,10,Low,High,17,No
Health Care,Female,Large,78,27,15,Low,Medium,4,No
Hospitality,Male,Small,117,49,29,High,Medium,14,Yes
Health Care,Male,Large,83,25,11,Medium,Low,17,Yes
Health Care,Female,Medium,65,49,18,Low,High,15,Yes
Hospitality,Male,Large,98,22,8,Medium,Medium,9,Yes
Health Care,Male,Large,62,37,19,Low,High,23,No
Hospitality,Male,Large,93,63,21,Low,Medium,18,Yes
Banking,Male,Medium,25,23,2,High,High,25,Yes
Banking,Female,Small,48,16,2,Medium,High,18,No
Health Care,Female,Small,25,33,13,Medium,High,11,No
Hospitality,Male,Small,33,34,14,High,Medium,16,No
Banking,Male,Medium,19,23,4,Medium,Medium,15,Yes
Hospitality,Male,Large,144,70,22,Low,Low,23,Yes
Hospitality,Female,Small,119,44,21,Medium,Low,15,Yes
Hospitality,Male,Small,86,165,77,High,High,9,No
Health Care,Male,Large,80,40,20,Low,Low,13,No
Banking,Male,Large,76,18,2,High,High,18,Yes
Banking,Female,Small,30,11,1,Medium,Medium,21,No
Health Care,Male,Small,37,18,5,High,Low,10,No
Health Care,Male,Large,81,33,11,Low,High,17,No
Health Care,Female,Large,76,33,11,Low,High,18,No
Health Care,Female,Large,79,36,13,High,Medium,21,Yes
Banking,Male,Small,38,8,1,High,Medium,9,No
Hospitality,Female,Medium,185,175,104,Low,Low,12,Yes
Health Care,Female,Small,37,15,7,Low,Medium,11,No
Health Care,Male,Large,65,26,11,Medium,High,22,Yes
Banking,Male,Large,48,10,1,High,Medium,19,No
Banking,Male,Medium,11,17,3,Medium,Medium,9,No
Banking,Male,Large,33,8,1,High,High,18,No
Hospitality,Male,Small,46,134,51,Medium,High,18,Yes
Health Care,Male,Large,55,40,14,Low,Low,14,No
Banking,Female,Large,10,15,2,Low,High,13,No
Hospitality,Female,Large,146,57,18,Medium,Low,19,Yes
Banking,Female,Medium,24,7,0,Low,High,9,No
Banking,Male,Medium,16,16,3,Low,High,24,No
Banking,Male,Medium,15,12,2,High,High,21,Yes
Health Care,Male,Large,86,32,12,Medium,Medium,10,Yes
Hospitality,Male,Large,169,76,40,High,Medium,22,Yes
Banking,Male,Large,41,18,3,High,Medium,19,No
Hospitality,Female,Small,32,71,31,Medium,Medium,14,Yes
Health Care,Male,Large,37,51,24,Low,Low,4,Yes
Health Care,Male,Small,35,22,9,High,High,16,No
Hospitality,Male,Large,87,76,45,Medium,Low,12,Yes
Hospitality,Female,Medium,206,168,74,High,High,18,Yes
Banking,Female,Medium,18,9,2,Medium,Medium,10,No
Health Care,Male,Medium,67,18,7,High,High,18,Yes
Health Care,Male,Small,35,45,19,Low,Low,2,No
Hospitality,Female,Small,123,276,113,Medium,High,9,No
Banking,Male,Large,85,14,2,Medium,High,5,No
Banking,Male,Small,15,19,2,Medium,High,8,Yes
Health Care,Male,Small,33,21,9,Medium,Medium,22,Yes
Health Care,Female,Large,77,25,12,High,Low,3,No
Hospitality,Female,Large,95,36,21,High,Medium,16,Yes
Hospitality,Male,Small,47,319,162,Medium,Low,19,No
Hospitality,Male,Large,172,84,33,Medium,Medium,18,Yes
Health Care,Male,Medium,101,18,8,High,High,7,Yes
Banking,Male,Small,43,8,0,Medium,Medium,11,No
Banking,Male,Small,50,8,2,Low,Medium,9,No
Hospitality,Male,Small,103,271,159,High,Medium,15,Yes
Banking,Male,Small,37,14,2,Medium,High,6,No
Banking,Male,Medium,15,19,2,Low,Low,1,No
Banking,Female,Large,20,10,1,Medium,Low,6,No
Health Care,Male,Small,37,28,9,High,Low,15,Yes
Banking,Female,Large,47,15,1,Medium,Low,17,No
Health Care,Female,Small,33,39,12,Medium,Low,10,Yes
Hospitality,Male,Medium,271,168,60,Low,Medium,16,Yes
Banking,Male,Medium,10,8,1,Low,Low,20,No
Banking,Male,Small,45,11,1,High,Low,15,No
Banking,Male,Small,22,8,1,Medium,High,16,No
Banking,Male,Small,26,12,2,Low,Low,25,Yes
Hospitality,Male,Small,74,308,146,Low,Low,5,Yes
Health Care,Female,Medium,117,39,11,High,Low,1,Yes
Banking,Male,Medium,23,23,2,Medium,High,6,Yes
Hospitality,Male,Small,107,205,74,High,Low,17,Yes
Banking,Female,Large,72,13,1,Medium,Medium,25,No
Hospitality,Male,Medium,191,140,83,Medium,High,8,Yes
Hospitality,Female,Medium,416,226,70,High,Medium,19,Yes
Banking,Female,Medium,19,5,0,Low,Low,6,Yes
Hospitality,Male,Medium,447,121,37,Low,Low,22,Yes
Banking,Male,Small,19,9,1,Low,High,11,No
Banking,Male,Small,27,19,5,Low,Low,14,No
Health Care,Female,Small,32,39,18,Low,High,22,Yes
Hospitality,Female,Large,229,81,47,High,Medium,13,Yes
Banking,Male,Large,12,10,1,Low,Low,5,No
Health Care,Male,Medium,124,54,13,Low,Medium,24,No
Health Care,Female,Small,29,48,23,High,Low,16,No
Hospitality,Male,Large,132,32,9,Low,High,17,Yes
Banking,Male,Small,27,18,2,Medium,High,20,Yes
Banking,Female,Medium,10,19,3,Medium,Medium,21,No
Health Care,Male,Small,31,52,16,High,Low,13,Yes
Banking,Female,Small,25,20,5,Medium,High,11,No
Hospitality,Male,Medium,446,52,27,Low,High,12,Yes
Hospitality,Male,Large,80,82,26,Low,Medium,25,Yes
Health Care,Female,Large,80,47,17,Medium,Medium,21,Yes
Banking,Female,Small,50,12,3,Low,Low,21,Yes
Banking,Male,Large,63,22,4,High,High,16,No
Hospitality,Female,Small,51,35,13,High,High,6,No
Hospitality,Female,Medium,222,154,64,Low,High,5,No
Hospitality,Male,Small,83,258,120,High,Low,10,Yes
Health Care,Female,Small,38,19,5,High,Medium,7,No
Banking,Male,Medium,21,22,2,High,Medium,11,No
Hospitality,Male,Small,58,231,104,High,Medium,24,No
Banking,Male,Large,79,15,1,High,Low,1,No
Health Care,Male,Large,64,42,15,Low,Low,20,Yes
Hospitality,Male,Small,47,163,75,Low,Low,12,Yes
Hospitality,Male,Large,119,89,40,Medium,Low,13,No
Banking,Male,Small,46,18,3,Low,Medium,18,No
Health Care,Male,Large,48,36,19,Medium,High,15,Yes
Hospitality,Female,Large,81,55,30,High,Medium,13,No
Health Care,Male,Large,50,39,23,Low,High,11,Yes
Banking,Female,Medium,13,20,2,Medium,Medium,15,Yes
Banking,Female,Medium,11,10,1,Low,Low,13,Yes
Banking,Female,Small,24,13,1,High,High,3,No
Banking,Female,Medium,22,7,1,High,Medium,9,No
Health Care,Male,Large,66,42,22,Low,Low,5,No
Banking,Male,Medium,17,23,4,Low,Medium,19,Yes
Health Care,Female,Large,51,31,15,High,Medium,2,Yes
Banking,Male,Small,16,17,4,Medium,Medium,10,No
Banking,Male,Medium,13,6,0,High,High,24,Yes
Banking,Female,Small,33,20,4,Low,High,25,No
Banking,Male,Small,37,9,1,Low,Medium,23,No
Hospitality,Male,Large,107,81,29,Medium,Low,23,No
Hospitality,Male,Large,196,69,37,Low,High,21,Yes
Banking,Male,Medium,11,10,2,Medium,Medium,1,Yes
Banking,Male,Large,85,16,2,High,Low,3,No
Health Care,Male,Small,36,58,18,Medium,High,4,No
Hospitality,Male,Medium,138,97,30,Low,Medium,13,Yes
Health Care,Male,Small,35,23,9,Medium,Low,10,Yes
Hospitality,Female,Small,24,277,94,High,High,5,Yes
Hospitality,Male,Small,122,181,69,Medium,Medium,13,Yes
Hospitality,Male,Large,140,25,12,High,Medium,13,Yes
Hospitality,Female,Medium,45,224,135,Low,High,15,Yes
Health Care,Female,Large,56,26,8,Medium,Medium,12,No
Banking,Female,Medium,13,25,6,High,Low,22,Yes
Health Care,Male,Small,27,50,24,Medium,Medium,6,Yes
Hospitality,Male,Small,53,209,78,Medium,Low,16,Yes
Banking,Female,Medium,14,25,5,High,High,11,Yes
Hospitality,Male,Large,227,34,14,High,Low,7,Yes
Banking,Female,Small,27,14,2,Medium,Medium,1,No
Health Care,Male,Small,25,20,6,Medium,Medium,12,Yes
Health Care,Male,Medium,17,19,7,Medium,Low,11,Yes
Health Care,Female,Large,38,35,16,Medium,High,13,Yes
Health Care,Male,Small,34,28,11,Low,High,1,Yes
Banking,Female,Medium,19,9,1,High,Medium,25,Yes
Banking,Male,Large,76,16,2,Low,High,6,No
Hospitality,Female,Medium,444,292,97,Low,Medium,22,Yes
Hospitality,Male,Small,72,188,95,Low,Medium,14,Yes
Banking,Male,Medium,25,24,5,Low,High,14,No
Health Care,Female,Large,58,32,18,Medium,Low,5,Yes
Health Care,Male,Large,87,38,15,Low,Low,5,No
Health Care,Female,Small,37,53,23,Low,Low,18,Yes
Hospitality,Male,Large,201,57,30,High,High,10,Yes
Banking,Male,Large,54,10,1,Medium,Medium,4,No
Hospitality,Female,Large,208,56,32,Medium,Medium,17,No
Health Care,Male,Large,55,45,15,Low,Low,21,Yes
Banking,Female,Large,26,19,2,High,Medium,5,Yes
Hospitality,Male,Large,128,79,41,Low,Medium,13,No
Banking,Male,Large,18,9,1,High,Medium,17,No
Hospitality,Male,Large,168,74,28,Low,High,9,Yes
Banking,Male,Medium,22,6,0,Low,Medium,20,Yes
Health Care,Male,Medium,91,13,6,High,Low,12,Yes
Health Care,Female,Medium,148,37,15,High,Medium,18,Yes
Banking,Female,Small,36,12,1,Low,Medium,14,Yes
Hospitality,Female,Small,107,133,52,Medium,High,15,Yes
Hospitality,Male,Small,88,64,37,Low,Medium,16,Yes
Health Care,Female,Large,69,41,14,Medium,Medium,14,Yes
Banking,Male,Large,63,9,1,Medium,Low,2,No
Banking,Female,Large,78,8,0,High,Medium,23,No
Health Care,Female,Large,85,49,28,High,Low,12,No
Health Care,Male,Small,31,27,12,Low,High,10,No
Health Care,Male,Large,90,48,17,High,Medium,5,Yes
Hospitality,Male,Medium,297,243,79,Medium,High,22,No
Banking,Female,Small,41,9,1,High,Low,7,Yes
Hospitality,Female,Small,43,88,32,High,Low,1,Yes
Banking,Female,Large,25,18,1,Medium,High,1,No
Banking,Male,Small,25,13,2,Low,Medium,21,Yes
Health Care,Male,Medium,126,57,24,High,Medium,6,Yes
Banking,Male,Medium,15,13,2,Medium,Medium,4,Yes
Banking,Male,Medium,10,21,2,Low,High,9,Yes
Health Care,Male,Large,71,55,31,Medium,Low,2,Yes
Banking,Female,Large,66,22,3,High,High,18,No
Banking,Female,Small,43,15,1,Medium,Medium,18,No
Hospitality,Male,Medium,149,75,45,High,High,10,Yes
Health Care,Male,Large,65,33,17,High,Low,3,Yes
Health Care,Male,Large,61,26,8,Low,Low,9,Yes
Banking,Male,Large,82,17,2,Medium,Medium,16,No
Health Care,Male,Medium,32,42,17,Low,High,24,No
Banking,Male,Large,46,22,2,High,High,5,Yes
Banking,Male,Medium,25,15,3,Medium,High,12,No
Health Care,Female,Large,79,26,14,High,High,17,Yes
Health Care,Female,Large,57,37,20,High,Low,21,Yes
Hospitality,Male,Medium,191,25,8,Medium,Low,9,Yes
Hospitality,Female,Large,171,40,13,Medium,Low,25,Yes
Banking,Male,Medium,11,20,3,Medium,Low,12,Yes
Banking,Male,Large,26,17,2,High,High,1,Yes
Hospitality,Male,Large,113,55,24,High,High,10,Yes
Banking,Female,Large,27,19,3,High,Low,23,No
Hospitality,Male,Large,141,48,16,Medium,High,19,Yes
Banking,Male,Large,23,9,1,High,Low,25,Yes
Hospitality,Male,Large,103,81,30,Low,Low,21,No
Hospitality,Male,Large,159,76,32,High,Medium,3,Yes
Banking,Female,Small,49,19,3,Low,High,23,No
Banking,Male,Medium,22,22,4,Low,High,7,Yes
Hospitality,Female,Medium,198,300,153,High,High,19,Yes
Health Care,Male,Medium,33,53,14,Medium,High,19,Yes
Health Care,Male,Large,55,25,14,High,Medium,23,Yes
Banking,Male,Small,47,16,3,Low,Medium,18,Yes
Health Care,Female,Large,40,32,11,Medium,Low,16,No
Hospitality,Female,Medium,417,166,83,High,Low,13,Yes
Hospitality,Male,Medium,299,125,79,Medium,Medium,6,Yes
Banking,Male,Medium,21,9,1,Low,Low,18,No
Health Care,Male,Small,39,51,22,Low,High,15,Yes
Hospitality,Female,Medium,18,260,111,High,Medium,16,Yes
Health Care,Male,Large,88,43,16,Low,High,24,Yes
Health Care,Male,Medium,114,35,12,Medium,Medium,24,Yes
Banking,Female,Large,38,11,2,Low,High,25,No
Health Care,Male,Large,38,37,19,Medium,Medium,8,No
Health Care,Female,Large,79,54,17,Medium,Medium,23,No
Hospitality,Male,Medium,297,84,26,Low,High,23,Yes
Hospitality,Male,Small,50,288,110,High,Medium,5,No
Banking,Male,Medium,15,12,2,Medium,Medium,6,No
Banking,Male,Large,60,19,2,Low,Low,7,No
Health Care,Male,Small,37,28,12,Low,High,23,Yes
Banking,Female,Medium,12,21,3,Medium,Low,23,No
Banking,Male,Small,20,19,4,Low,Low,3,No
Banking,Male,Medium,20,22,4,High,Low,11,No
Banking,Female,Medium,19,12,2,Medium,High,9,Yes
Banking,Male,Medium,21,25,3,High,High,11,Yes
Health Care,Female,Small,33,28,11,Medium,Low,18,Yes
Health Care,Male,Medium,112,26,9,Medium,Medium,11,No
Health Care,Female,Medium,19,50,24,Medium,Low,13,No
Banking,Female,Medium,22,8,1,Low,Medium,16,No
Health Care,Male,Medium,74,65,35,Low,Medium,6,Yes
Health Care,Male,Small,31,39,16,Medium,Medium,11,Yes
Hospitality,Female,Small,43,84,33,High,Low,4,No
Hospitality,Male,Large,133,54,23,Low,High,1,Yes
Banking,Male,Large,20,12,1,Medium,Medium,22,No
Hospitality,Male,Medium,391,119,49,Low,High,13,Yes
Banking,Male,Medium,17,25,3,Medium,High,25,Yes
Hospitality,Male,Medium,350,239,147,High,Low,1,No
Banking,Male,Small,38,12,1,High,Medium,25,Yes
Banking,Male,Medium,21,14,2,Low,Low,4,No
Health Care,Female,Small,38,24,9,Medium,Low,16,No
Health Care,Female,Large,67,50,24,High,High,12,No
Health Care,Male,Small,30,48,15,High,High,10,No
Hospitality,Male,Small,103,100,58,Medium,High,12,Yes
Health Care,Male,Medium,127,64,30,High,Low,15,Yes
Hospitality,Female,Large,142,50,15,High,Low,2,Yes
Banking,Female,Medium,10,16,3,High,Medium,14,Yes
Banking,Male,Large,64,19,2,High,High,19,No
Health Care,Male,Medium,46,38,17,High,Low,7,Yes
Hospitality,Female,Small,71,106,33,Medium,Medium,15,Yes
Health Care,Male,Medium,135,54,21,High,Low,13,No
Health Care,Male,Small,34,42,9,Medium,High,11,No
Health Care,Male,Medium,57,29,10,Medium,Medium,4,No
Hospitality,Female,Large,152,74,29,High,High,25,No
Hospitality,Female,Large,132,45,16,Medium,Low,13,No
Health Care,Male,Medium,93,18,9,High,Low,2,Yes
